chat_id,slug,token,organization_id,conversation_log,structured_info,created_at,updated_at,language,is_test_chat,sentiment,resolution,message_count
5500395,slug_05831,token_08751,16,"[{""id"": ""2784e1e5-a49b-49b8-95a6-b3f0dab84b14"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Ik ben [NAME], jouw online reisassistent. Ik ben er om je vragen te beantwoorden en om je te helpen zoeken naar de ideale trip."", ""disclaimer"": ""Je gegevens worden verwerkt volgens ons privacybeleid.""}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:57.826813,2025-05-28T12:54:57.875371,nl,,,,1
5500394,slug_78875,token_74996,17,"[{""id"": ""36a26221-8b45-447f-8b46-22a11a6843d7"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""f282f18c-ade9-4b95-a399-3db62f85173d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:57.726113,2025-05-28T12:54:57.773086,nl,,,,2
5500393,slug_78761,token_53737,17,"[{""id"": ""9ac00901-e2b4-458f-9ba7-47db5072c598"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""f9f1a3d3-19d1-4642-9839-09bf7024303d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:56.390539,2025-05-28T12:54:56.438379,nl,,,,2
5500392,slug_53656,token_71933,17,"[{""id"": ""d128bbbc-fefa-4744-88c5-2ea9a1fa8ee6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""badb56f6-02b5-4cc3-a389-2a5f80563871"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:55.671672,2025-05-28T12:54:55.735210,nl,,,,2
5500391,slug_57770,token_76668,17,"[{""id"": ""7c99d3ae-c250-4148-b041-dbfaf82be997"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""5a9adc88-65ad-485d-9d16-72ccbf2c6f5f"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:55.534660,2025-05-28T12:54:55.581137,nl,,,,2
5500390,slug_21479,token_90099,17,"[{""id"": ""d37df5bf-b72f-4ec0-a62b-320f38ede712"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""0935ea39-ae57-458e-a096-c5405762ca5f"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:55.082700,2025-05-28T12:54:55.135388,nl,,,,2
5500389,slug_83401,token_64631,17,"[{""id"": ""8392e76b-7b19-43e4-a9e3-118a3001a8ab"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""eb3531ce-9f5f-4f01-ac1d-14ae91675ff1"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:54.533065,2025-05-28T12:54:54.577952,nl,,,,2
5500388,slug_66201,token_32838,17,"[{""id"": ""1acacc61-8eca-4523-a212-cbf8eec2e0c3"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""5f8ca795-be7e-45ad-9e02-6c117a424d1e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:54.231783,2025-05-28T12:54:54.255889,nl,,,,2
5500387,slug_56553,token_92852,17,"[{""id"": ""bfbdd28f-60ba-4850-b54a-2a3619bde573"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""2b511bcf-8a29-4514-bc70-7a62cb17fe99"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:53.898671,2025-05-28T12:54:53.938278,nl,,,,2
5500386,slug_59848,token_30928,14,"[{""id"": ""16063a03-c236-4982-a633-2dd18a6d8aa6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Bonjour, je suis l'assistant IA de French Morning."", ""disclaimer"": ""Toutes les r\u00e9ponses sont g\u00e9n\u00e9r\u00e9es \u00e0 partir du contenu du site web de French Morning. N'h\u00e9sitez pas \u00e0 nous faire part de vos commentaires \u00e0 <a href='mailto:[EMAIL]'>[EMAIL]</a>.""}, {""id"": ""ed839cf8-9627-4e5e-b317-b26fd8ed4d92"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Comment puis-je vous aider ?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:53.820155,2025-05-28T12:54:53.899499,fr,,,,2
5500385,slug_50019,token_72491,17,"[{""id"": ""d3ec951b-e7f4-476b-a388-7392aeec38a8"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""0b95588a-6f51-4cc7-9c33-e12582242aeb"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:53.630704,2025-05-28T12:54:53.731033,nl,,,,2
5500384,slug_85857,token_19215,17,"[{""id"": ""012a4cda-883c-4cea-8f54-a1d5de3c5386"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""0a7cad7c-88d9-4e1e-b661-dfb16b9154ef"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:53.378803,2025-05-28T12:54:53.433391,nl,,,,2
5500383,slug_15401,token_11535,17,"[{""id"": ""75461295-9959-4543-907d-261875a71b59"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""12f96289-88ec-4bb5-ace9-2fff034ede17"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:52.620710,2025-05-28T12:54:52.735430,nl,,,,2
5500382,slug_49548,token_80991,17,"[{""id"": ""eab26ba5-e937-4dd7-8a63-4723166e39e6"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""188bc6e0-01c3-471d-8c2a-ca42aaf5d94c"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:52.272832,2025-05-28T12:54:52.322430,nl,,,,2
5500381,slug_21588,token_88411,5,"[{""id"": ""f8d0a02c-bd1b-4d1c-b4f4-6c8521a1f45e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Bonjour, Je suis V\u00e9v\u00e9 votre compagnon virtuel pour votre prochain s\u00e9jour \u00e0 v\u00e9lo ! Je suis l\u00e0 pour vous assister dans la recherche de votre s\u00e9jour \u00e0 v\u00e9lo id\u00e9al sur notre site. Notre \u00e9quipe est \u00e9galement disponible pour r\u00e9pondre \u00e0 toutes vos questions. En selle, c'est parti !"", ""disclaimer"": ""Toutes les r\u00e9ponses sont g\u00e9n\u00e9r\u00e9es sur la base du contenu de notre site web et blog. Si vous constatez des incoh\u00e9rences, n'h\u00e9sitez pas \u00e0 nous les transmettre \u00e0 [[EMAIL]](mailto:[EMAIL]).""}, {""id"": ""b61584ba-ea0d-4472-b116-94f41eb6f039"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Comment puis-je vous aider ?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:51.786412,2025-05-28T12:54:51.837533,fr,,,,2
5500380,slug_86985,token_30972,15,"[{""id"": ""6c6f45f4-66b9-4fe8-b2db-a33bdd5da883"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hi adventurer,\n\nI'm Atlas, the online travel(base) expert with super skills! I'm available 24/7 to answer your travel-related questions, and in 99% of cases I'll deliver the perfect answer within seconds.\n\nIf I can't help you? Then I'll be happy to refer you to one of my human colleagues. \ud83d\ude09"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:40.179625,2025-05-28T12:54:40.224459,en,,,,1
5500379,slug_09755,token_40255,17,"[{""id"": ""11e5bf59-2014-46ba-ae44-4c374d63ab3d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""ca70fcdb-945d-41bd-9331-2caf7d264e82"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.585321,2025-05-28T12:54:37.638078,nl,,,,2
5500378,slug_56803,token_52879,17,"[{""id"": ""30d77d70-8909-4eb8-97d2-69e435e7041d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""9eb3c2cf-f742-469f-812d-341d7741a05e"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.233817,2025-05-28T12:54:37.288762,nl,,,,2
5500377,slug_09010,token_01928,15,"[{""id"": ""3e38bdc8-e320-4373-8f97-0f18233e21ec"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Cher\u00b7e aventurier\u00b7e,\n\nJe m'appelle Atlas, votre assistant voyage virtuel \u00e0 votre service ! Disponible 24h/24, je suis l\u00e0 pour r\u00e9pondre instantan\u00e9ment \u00e0 toutes vos questions concernant vos projets de voyage. Dans la grande majorit\u00e9 des cas, je peux vous fournir des informations pr\u00e9cises en quelques secondes.\n\nEt si par hasard je ne peux pas r\u00e9pondre \u00e0 votre demande ? Pas d'inqui\u00e9tude, je vous mettrai en relation avec l'un de nos conseillers humains qui prendra le relais pour vous accompagner personnellement. \ud83d\ude09"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:37.035759,2025-05-28T12:54:37.122650,fr,,,,1
5500376,slug_20681,token_15979,17,"[{""id"": ""37300ae9-2e5e-4b87-b906-5b5a49e7879d"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Hallo, ik ben Vera, jouw online reisassistent! Stel me je vragen en ik help je bij het vinden van je perfecte vakantie of geef je praktische informatie voor een zorgeloze vakantie."", ""disclaimer"": ""Vera is nieuw bij Zoover als online reisassistent. Ze gebruikt AI voor haar antwoorden en kan daarom fouten maken. Laat het ons gerust weten als je iets opmerkt met een duimpje naar beneden. Je gegevens worden verwerkt volgens ons [privacybeleid](https://www.zoover.nl/privacycookiebeleid).""}, {""id"": ""11ce0784-fa80-41f8-9385-050cca537e57"", ""role"": ""assistant"", ""type"": ""default"", ""content"": ""Waarmee kan ik je helpen?"", ""disclaimer"": null}]","{""actions"": [""get_in_touch""]}",2025-05-28T12:54:35.433965,2025-05-28T12:54:35.489537,nl,,,,2
